"Country","year","sexRatio"
"Serbia","2010",97.959
"Sierra Leone","2010",95.061
"Singapore","2010",100.896
"Slovak Republic","2010",94.195
"Slovenia","2010",95.542
"Solomon Islands","2010",107.325
"Somalia","2010",98.421
"South Africa","2010",97.315
"South America","2010",97.697
"South-Central Asia","2010",105.526
"South-Eastern Asia","2010",99.031
"Southern Africa","2010",97.095
"Southern Europe","2010",96.019
"Spain","2010",97.403
"Sri Lanka","2010",96.86
"Sub- Saharan Africa","2010",99.296
"Sudan","2010",101.437
"Suriname","2010",100.422
"Swaziland","2010",95.93
"Sweden","2010",98.591
"Switzerland","2010",95.366
"Syria","2010",101.986
"Tajikistan","2010",97.459
"Macedonia, FYR","2010",99.725
"Thailand","2010",96.714
"Timor-Leste","2010",103.678
"Togo","2010",98.072
"Tonga","2010",102.561
"Trinidad and Tobago","2010",94.415
"Tunisia","2010",101.115
"Turkey","2010",100.87
"Turkmenistan","2010",97.092
"Uganda","2010",100.401
"Ukraine","2010",85.526
"United Arab Emirates","2010",203.63
"United Kingdom","2010",96.434
"Tanzania","2010",99.521
"United States","2010",97.481
"Virgin Islands (U.S.)","2010",89.954
"Uruguay","2010",93.288
"Uzbekistan","2010",98.829
"Vanuatu","2010",104.006
"Venezuela","2010",100.745
"Vietnam","2010",97.763
"Western Africa","2010",100.55
"Western Asia","2010",105.731
"Western Europe","2010",95.846
"Western Sahara","2010",112.112
"WORLD","2010",101.667
"Yemen, Rep.","2010",102.232
"Zambia","2010",99.617
"Zimbabwe","2010",93.737
"Afghanistan","2015",107.353
"AFRICA","2015",99.702
"Albania","2015",96.897
"Algeria","2015",101.94
"Angola","2015",97.2
"Argentina","2015",96.319
"Armenia","2015",87.621
"Aruba","2015",91.898
"ASIA","2015",104.701
"Australia","2015",98.974
"Australia/New Zealand","2015",98.813
"Austria","2015",95.94
"Azerbaijan","2015",96.522
"Bahamas","2015",95.166
"Bahrain","2015",132.507
"Bangladesh","2015",102.114
"Barbados","2015",94.966
"Belarus","2015",86.528
"Belgium","2015",96.012
"Belize","2015",101.502
"Benin","2015",102.268
"Bhutan","2015",111.686
"Bolivia","2015",99.647
"Bosnia and Herzegovina","2015",92.698
"Botswana","2015",101.306
"Brazil","2015",96.558
"Brunei","2015",105.499
"Bulgaria","2015",93.036
"Burkina Faso","2015",100.242
"Burundi","2015",96.721
"Cambodia","2015",96.951
"Cameroon","2015",100.303
"Canada","2015",98.983
"Cape Verde","2015",92.373
"Caribbean","2015",97.947
"Central African Rep.","2015",96.955
"Central America","2015",96.811
"Chad","2015",99.089
"Channel Islands","2015",95.833
"Chile","2015",97.736
"China","2015",107.964
"Hong Kong, China","2015",89.371
"Macao, China","2015",90.548
"Colombia","2015",96.676
"Comoros","2015",100.743
"Congo, Rep.","2015",99.932
"Costa Rica","2015",102.882
"Cote d'Ivoire","2015",102.735
"Croatia","2015",93.291
"Cuba","2015",100.272
"Cyprus","2015",95.271
"Czech Rep.","2015",96.887
"Korea, Dem. Rep.","2015",98.046
"Congo, Dem. Rep.","2015",98.419
"Denmark","2015",98.659
"Djibouti","2015",100.054
"Dominican Rep.","2015",100.51
"Eastern Africa","2015",99.003
"Eastern Asia","2015",106.249
"Eastern Europe","2015",87.989
"Ecuador","2015",100.022
"Egypt","2015",100.845
"El Salvador","2015",88.073
"Equatorial Guinea","2015",98.657
"Eritrea","2015",97.491
"Estonia","2015",86.078
"Ethiopia","2015",99.171
"EUROPE","2015",93.06
"Fiji","2015",102.983
"Finland","2015",96.452
"France","2015",94.957
"French Guiana","2015",99.372
"French Polynesia","2015",103.734
"Gabon","2015",100.286
"Gambia","2015",98.458
"Georgia","2015",88.588
"Germany","2015",96.63
"Ghana","2015",102.822
"Greece","2015",98.344
"Grenada","2015",100.996
"Guadeloupe","2015",90.935
"Guam","2015",102.999
"Guatemala","2015",95.289
"Guinea","2015",102.124
"Guinea-Bissau","2015",98.305
"Guyana","2015",104.821
"Haiti","2015",97.743
"Honduras","2015",100.126
"Hungary","2015",90.5
"Iceland","2015",108.018
"India","2015",106.39
"Indonesia","2015",99.501
"Iran","2015",102.872
"Iraq","2015",102.648
"Ireland","2015",100.564
"Israel","2015",99.03
"Italy","2015",95.204
"Jamaica","2015",95.794
"Japan","2015",94.472
"Jordan","2015",104.785
"Kazakhstan","2015",90.355
"Kenya","2015",100.283
"Kuwait","2015",142.986
"Kyrgyzstan","2015",97.534
"Laos","2015",100.092
"LATIN AMERICA AND THE CARIBBEAN","2015",97.315
"Latvia","2015",86.229
"Least developed countries","2015",99.777
"Lebanon","2015",95.8
"Lesotho","2015",91.013
"Less developed regions","2015",103.173
"Less developed regions, excluding China","2015",101.8
"Less developed regions, excluding least developed countries","2015",103.823
"Liberia","2015",99.161
"Libya","2015",105.995
"Lithuania","2015",88.517
"Luxembourg","2015",99.117
"Madagascar","2015",99.174
"Malawi","2015",99.434
"Malaysia","2015",102.781
"Maldives","2015",101.42
"Mali","2015",97.859
"Malta","2015",99.773
"Martinique","2015",88.596
"Mauritania","2015",102.955
"Mauritius","2015",97.445
"Mayotte","2015",99.668
"Melanesia","2015",103.317
"Mexico","2015",96.826
"Micronesia","2015",97.846
"Micronesia, Fed. Sts.","2015",104.656
"Middle Africa","2015",98.596
"Mongolia","2015",97.65
"Montenegro","2015",96.649
"More developed regions","2015",94.804
"Morocco","2015",96.157
"Mozambique","2015",96.22
"Myanmar","2015",95.312
"Namibia","2015",98.173
"Nepal","2015",98.41
"Netherlands","2015",98.717
"Netherlands Antilles","2015",86.053
"New Caledonia","2015",99.706
"New Zealand","2015",98.007
"Nicaragua","2015",97.805
"Niger","2015",100.639
"Nigeria","2015",100.834
"Northern Africa","2015",100.63
"NORTHERN AMERICA","2015",98.199
"Northern Europe","2015",96.993
"Norway","2015",99.442
"West Bank and Gaza","2015",103.738
"OCEANIA","2015",100.025
"Oman","2015",126.095
"Pakistan","2015",105.998
"Panama","2015",101.448
"Papua New Guinea","2015",103.168
"Paraguay","2015",101.5
"Peru","2015",100.308
"Philippines","2015",101.563
"Poland","2015",92.696
"Polynesia","2015",104.38
"Portugal","2015",93.946
"Puerto Rico","2015",91.858
"Qatar","2015",285.457
"Korea, Rep.","2015",97.96
"Moldova","2015",90.335
"Reunion","2015",94.813
"Romania","2015",94.212
"Russia","2015",85.4
"Rwanda","2015",94.56
"Saint Lucia","2015",95.732
"Saint Vincent and the Grenadines","2015",101.793
"Samoa","2015",108.953
"Sao Tome and Principe","2015",98.17
"Saudi Arabia","2015",118.362
"Senegal","2015",98.054
"Serbia","2015",98.128
"Sierra Leone","2015",95.621
"Singapore","2015",100.418
"Slovak Republic","2015",94.153
"Slovenia","2015",95.904
"Solomon Islands","2015",107.28
"Somalia","2015",98.618
"South Africa","2015",97.553
"South America","2015",97.447
"South-Central Asia","2015",105.195
"South-Eastern Asia","2015",99.043
"Southern Africa","2015",97.458
"Southern Europe","2015",96.518
"Spain","2015",98.487
"Sri Lanka","2015",96.062
"Sub- Saharan Africa","2015",99.57
"Sudan","2015",101.499
"Suriname","2015",100.074
"Swaziland","2015",97.389
"Sweden","2015",98.953
"Switzerland","2015",94.909
"Syria","2015",103.016
"Tajikistan","2015",97.39
"Macedonia, FYR","2015",99.637
"Thailand","2015",96.406
"Timor-Leste","2015",103.619
"Togo","2015",98.269
"Tonga","2015",102.465
"Trinidad and Tobago","2015",93.934
"Tunisia","2015",100.872
"Turkey","2015",100.63
"Turkmenistan","2015",96.888
"Uganda","2015",100.604
"Ukraine","2015",85.476
"United Arab Emirates","2015",198.253
"United Kingdom","2015",97.155
"Tanzania","2015",99.923
"United States","2015",98.114
"Virgin Islands (U.S.)","2015",89.375
"Uruguay","2015",93.545
"Uzbekistan","2015",98.737
"Vanuatu","2015",103.71
"Venezuela","2015",100.438
"Vietnam","2015",98.25
"Western Africa","2015",100.713
"Western Asia","2015",105.57
"Western Europe","2015",96.116
"Western Sahara","2015",111.291
"WORLD","2015",101.684
"Yemen, Rep.","2015",102.034
"Zambia","2015",99.946
"Zimbabwe","2015",95.722
"Afghanistan","2020",107.3
"AFRICA","2020",99.845
"Albania","2020",96.473
"Algeria","2020",101.875
"Angola","2020",97.195
"Argentina","2020",96.337
"Armenia","2020",88.078
"Aruba","2020",91.735
"ASIA","2020",104.495
"Australia","2020",99.022
"Australia/New Zealand","2020",98.893
"Austria","2020",96.411
"Azerbaijan","2020",97.004
"Bahamas","2020",94.597
"Bahrain","2020",130.847
"Bangladesh","2020",101.913
"Barbados","2020",95.373
"Belarus","2020",86.382
"Belgium","2020",96.036
"Belize","2020",101.381
"Benin","2020",102.429
"Bhutan","2020",110.251
"Bolivia","2020",99.751
"Bosnia and Herzegovina","2020",92.671
"Botswana","2020",102.471
"Brazil","2020",96.21
"Brunei","2020",104.51
"Bulgaria","2020",92.802
"Burkina Faso","2020",100.503
"Burundi","2020",96.985
"Cambodia","2020",97.713
"Cameroon","2020",100.455
"Canada","2020",99.739
"Cape Verde","2020",92.949
"Caribbean","2020",97.793
"Central African Rep.","2020",97.253
"Central America","2020",96.741
"Chad","2020",99.269
"Channel Islands","2020",95.617
"Chile","2020",97.553
"China","2020",107.839
"Hong Kong, China","2020",88.743
"Macao, China","2020",89.903
"Colombia","2020",96.475
"Comoros","2020",100.684
"Congo, Rep.","2020",100.059
"Costa Rica","2020",102.591
"Cote d'Ivoire","2020",102.095
"Croatia","2020",93.585
"Cuba","2020",100.1
"Cyprus","2020",95.551
"Czech Rep.","2020",97.086
"Korea, Dem. Rep.","2020",98.334
"Congo, Dem. Rep.","2020",98.487
"Denmark","2020",98.764
"Djibouti","2020",100.184
"Dominican Rep.","2020",100.115
"Eastern Africa","2020",99.319
"Eastern Asia","2020",106.138
"Eastern Europe","2020",87.89
"Ecuador","2020",99.726
"Egypt","2020",100.521
"El Salvador","2020",87.436
"Equatorial Guinea","2020",98.799
"Eritrea","2020",97.985
"Estonia","2020",86.765
"Ethiopia","2020",99.271
"EUROPE","2020",93.242
"Fiji","2020",102.96
"Finland","2020",96.6
"France","2020",95.279
"French Guiana","2020",99.149
"French Polynesia","2020",103.1
"Gabon","2020",100.668
"Gambia","2020",98.473
"Georgia","2020",88.761
"Germany","2020",96.753
"Ghana","2020",102.842
"Greece","2020",98.484
"Grenada","2020",101.616
"Guadeloupe","2020",90.18
"Guam","2020",102.56
"Guatemala","2020",95.445
"Guinea","2020",102.199
"Guinea-Bissau","2020",98.411
"Guyana","2020",104.035
"Haiti","2020",97.814
"Honduras","2020",100.278
"Hungary","2020",90.747
"Iceland","2020",108.863
"India","2020",105.982
"Indonesia","2020",99.397
"Iran","2020",102.421
"Iraq","2020",102.865
"Ireland","2020",100.635
"Israel","2020",99.552
"Italy","2020",95.47
"Jamaica","2020",95.708
"Japan","2020",93.994
"Jordan","2020",104.367
"Kazakhstan","2020",90.15
"Kenya","2020",100.431
"Kuwait","2020",140.33
"Kyrgyzstan","2020",97.556
"Laos","2020",100.37
"LATIN AMERICA AND THE CARIBBEAN","2020",97.128
"Latvia","2020",87.011
"Least developed countries","2020",99.868
"Lebanon","2020",95.743
"Lesotho","2020",92.389
"Less developed regions","2020",102.999
"Less developed regions, excluding China","2020",101.671
"Less developed regions, excluding least developed countries","2020",103.631
"Liberia","2020",99.411
"Libya","2020",105.212
"Lithuania","2020",88.904
"Luxembourg","2020",99.56
"Madagascar","2020",99.172
"Malawi","2020",99.934
"Malaysia","2020",102.443
"Maldives","2020",101.038
"Mali","2020",98.158
"Malta","2020",100.083
"Martinique","2020",88.814
"Mauritania","2020",102.91
"Mauritius","2020",96.794
"Mayotte","2020",99.196
"Melanesia","2020",103.227
"Mexico","2020",96.755
"Micronesia","2020",97.556
"Micronesia, Fed. Sts.","2020",105.112
"Middle Africa","2020",98.682
"Mongolia","2020",97.564
"Montenegro","2020",96.92
"More developed regions","2020",95.063
"Morocco","2020",95.914
"Mozambique","2020",97.372
"Myanmar","2020",95.22
"Namibia","2020",99.026
"Nepal","2020",98.018
"Netherlands","2020",98.864
"Netherlands Antilles","2020",86.076
"New Caledonia","2020",99.154
"New Zealand","2020",98.244
"Nicaragua","2020",97.607
"Niger","2020",100.866
"Nigeria","2020",101.064
"Northern Africa","2020",100.441
"NORTHERN AMERICA","2020",98.714
"Northern Europe","2020",97.349
"Norway","2020",99.701
"West Bank and Gaza","2020",103.783
"OCEANIA","2020",100.085
"Oman","2020",123.523
"Pakistan","2020",105.883
"Panama","2020",101.219
"Papua New Guinea","2020",103.081
"Paraguay","2020",101.107
"Peru","2020",100.14
"Philippines","2020",101.573
"Poland","2020",92.486
"Polynesia","2020",104.037
"Portugal","2020",93.974
"Puerto Rico","2020",91.726
"Qatar","2020",283.804
"Korea, Rep.","2020",97.734
"Moldova","2020",90.282
"Reunion","2020",94.523
"Romania","2020",94.028
"Russia","2020",85.176
"Rwanda","2020",94.909
"Saint Lucia","2020",95.568
"Saint Vincent and the Grenadines","2020",101.45
"Samoa","2020",109.159
"Sao Tome and Principe","2020",98.386
"Saudi Arabia","2020",116.291
"Senegal","2020",97.864
"Serbia","2020",98.296
"Sierra Leone","2020",96.117
"Singapore","2020",99.889
"Slovak Republic","2020",94.1
"Slovenia","2020",96.252
"Solomon Islands","2020",107.217
"Somalia","2020",98.77
"South Africa","2020",97.993
"South America","2020",97.212
"South-Central Asia","2020",104.858
"South-Eastern Asia","2020",99.049
"Southern Africa","2020",98
"Southern Europe","2020",96.879
"Spain","2020",99.18
"Sri Lanka","2020",95.308
"Sub- Saharan Africa","2020",99.79
"Sudan","2020",101.532
"Suriname","2020",99.697
"Swaziland","2020",98.68
"Sweden","2020",99.186
"Switzerland","2020",94.417
"Syria","2020",103.651
"Tajikistan","2020",97.311
"Macedonia, FYR","2020",99.615
"Thailand","2020",96.147
"Timor-Leste","2020",103.612
"Togo","2020",98.442
"Tonga","2020",102.389
"Trinidad and Tobago","2020",93.446
"Tunisia","2020",100.663
"Turkey","2020",100.358
"Turkmenistan","2020",96.651
"Uganda","2020",100.663
"Ukraine","2020",85.659
"United Arab Emirates","2020",196.416
"United Kingdom","2020",97.518
"Tanzania","2020",100.238
"United States","2020",98.604
"Virgin Islands (U.S.)","2020",88.804
"Uruguay","2020",93.928
"Uzbekistan","2020",98.613
"Vanuatu","2020",103.472
"Venezuela","2020",100.11
"Vietnam","2020",98.626
"Western Africa","2020",100.843
"Western Asia","2020",105.404
"Western Europe","2020",96.289
"Western Sahara","2020",110.432
"WORLD","2020",101.643
"Yemen, Rep.","2020",101.885
"Zambia","2020",100.249
"Zimbabwe","2020",97.341
"Afghanistan","2025",107.253
"AFRICA","2025",99.947
"Albania","2025",96.084
"Algeria","2025",101.776
"Angola","2025",97.182
"Argentina","2025",96.289
"Armenia","2025",88.421
"Aruba","2025",91.614
"ASIA","2025",104.229
"Australia","2025",99.016
"Australia/New Zealand","2025",98.919
"Austria","2025",96.725
"Azerbaijan","2025",97.224
"Bahamas","2025",93.973
"Bahrain","2025",129.233
"Bangladesh","2025",101.672
"Barbados","2025",95.562
"Belarus","2025",86.233
"Belgium","2025",96.052
"Belize","2025",101.229
"Benin","2025",102.499
"Bhutan","2025",108.938
"Bolivia","2025",99.808
"Bosnia and Herzegovina","2025",92.685
"Botswana","2025",103.476
"Brazil","2025",95.847
"Brunei","2025",103.461
"Bulgaria","2025",92.675
"Burkina Faso","2025",100.659
"Burundi","2025",97.094
"Cambodia","2025",98.297
"Cameroon","2025",100.536
"Canada","2025",100.444
"Cape Verde","2025",93.411
"Caribbean","2025",97.605
"Central African Rep.","2025",97.511
"Central America","2025",96.526
"Chad","2025",99.432
"Channel Islands","2025",95.314
"Chile","2025",97.292
"China","2025",107.602
"Hong Kong, China","2025",88.07
"Macao, China","2025",89.087
"Colombia","2025",96.281
"Comoros","2025",100.571
"Congo, Rep.","2025",100.104
"Costa Rica","2025",102.256
"Cote d'Ivoire","2025",101.587
"Croatia","2025",93.838
"Cuba","2025",99.75
"Cyprus","2025",95.806
"Czech Rep.","2025",97.21
"Korea, Dem. Rep.","2025",98.415
"Congo, Dem. Rep.","2025",98.496
"Denmark","2025",98.755
"Djibouti","2025",100.258
"Dominican Rep.","2025",99.707
"Eastern Africa","2025",99.556
"Eastern Asia","2025",105.922
"Eastern Europe","2025",87.823
"Ecuador","2025",99.415
"Egypt","2025",100.154
"El Salvador","2025",87.191
"Equatorial Guinea","2025",98.904
"Eritrea","2025",98.356
"Estonia","2025",87.503
"Ethiopia","2025",99.341
"EUROPE","2025",93.391
"Fiji","2025",102.89
"Finland","2025",96.555
"France","2025",95.614
"French Guiana","2025",98.902
"French Polynesia","2025",102.476
"Gabon","2025",101.077
"Gambia","2025",98.455
"Georgia","2025",89.047
"Germany","2025",96.73
"Ghana","2025",102.837
"Greece","2025",98.689
"Grenada","2025",102.086
"Guadeloupe","2025",89.561
"Guam","2025",102.148
"Guatemala","2025",95.54
"Guinea","2025",102.251
"Guinea-Bissau","2025",98.489
"Guyana","2025",103.244
"Haiti","2025",97.901
"Honduras","2025",100.368
"Hungary","2025",91.038
"Iceland","2025",109.047
"India","2025",105.565
"Indonesia","2025",99.221
"Iran","2025",101.976
"Iraq","2025",102.935
"Ireland","2025",100.577
"Israel","2025",99.962
"Italy","2025",95.712
"Jamaica","2025",95.555
"Japan","2025",93.534
"Jordan","2025",103.96
"Kazakhstan","2025",90.052
"Kenya","2025",100.54
"Kuwait","2025",137.903
"Kyrgyzstan","2025",97.47
"Laos","2025",100.547
"LATIN AMERICA AND THE CARIBBEAN","2025",96.889
"Latvia","2025",87.792
"Least developed countries","2025",99.92
"Lebanon","2025",95.738
"Lesotho","2025",93.604
"Less developed regions","2025",102.773
"Less developed regions, excluding China","2025",101.507
"Less developed regions, excluding least developed countries","2025",103.38
"Liberia","2025",99.581
"Libya","2025",104.451
"Lithuania","2025",89.272
"Luxembourg","2025",99.881
"Madagascar","2025",99.135
"Malawi","2025",100.45
"Malaysia","2025",102.074
"Maldives","2025",100.733
"Mali","2025",98.448
"Malta","2025",100.224
"Martinique","2025",89.04
"Mauritania","2025",102.773
"Mauritius","2025",96.172
"Mayotte","2025",98.773
"Melanesia","2025",103.15
"Mexico","2025",96.469
"Micronesia","2025",97.213
"Micronesia, Fed. Sts.","2025",105.422
"Middle Africa","2025",98.719
"Mongolia","2025",97.505
"Montenegro","2025",97.203
"More developed regions","2025",95.279
"Morocco","2025",95.657
"Mozambique","2025",98.364
"Myanmar","2025",95.086
"Namibia","2025",99.792
"Nepal","2025",97.671
"Netherlands","2025",98.863
"Netherlands Antilles","2025",85.975
"New Caledonia","2025",98.62
"New Zealand","2025",98.423
"Nicaragua","2025",97.404
"Niger","2025",101.053
"Nigeria","2025",101.247
"Northern Africa","2025",100.219
"NORTHERN AMERICA","2025",99.119
"Northern Europe","2025",97.6
"Norway","2025",99.71
"West Bank and Gaza","2025",103.778
"OCEANIA","2025",100.106
"Oman","2025",121.223
"Pakistan","2025",105.772
"Panama","2025",100.958
"Papua New Guinea","2025",103.017
"Paraguay","2025",100.724
"Peru","2025",99.979
"Philippines","2025",101.588
"Poland","2025",92.224
"Polynesia","2025",103.724
"Portugal","2025",94.031
"Puerto Rico","2025",91.714
"Qatar","2025",277.989
"Korea, Rep.","2025",97.403
"Moldova","2025",90.138
"Reunion","2025",94.201
"Romania","2025",93.908
"Russia","2025",84.996
"Rwanda","2025",95.127
"Saint Lucia","2025",95.382
"Saint Vincent and the Grenadines","2025",100.96
"Samoa","2025",109.359
"Sao Tome and Principe","2025",98.584
"Saudi Arabia","2025",114.422
"Senegal","2025",97.691
"Serbia","2025",98.417
"Sierra Leone","2025",96.569
"Singapore","2025",99.309
"Slovak Republic","2025",93.965
"Slovenia","2025",96.48
"Solomon Islands","2025",107.135
"Somalia","2025",98.89
"South Africa","2025",98.594
"South America","2025",96.959
"South-Central Asia","2025",104.517
"South-Eastern Asia","2025",99.002
"Southern Africa","2025",98.669
"Southern Europe","2025",97.159
"Spain","2025",99.639
"Sri Lanka","2025",94.586
"Sub- Saharan Africa","2025",99.962
"Sudan","2025",101.539
"Suriname","2025",99.348
"Swaziland","2025",99.968
"Sweden","2025",99.249
"Switzerland","2025",93.879
"Syria","2025",103.447
"Tajikistan","2025",97.186
"Macedonia, FYR","2025",99.582
"Thailand","2025",95.87
"Timor-Leste","2025",103.564
"Togo","2025",98.593
"Tonga","2025",102.408
"Trinidad and Tobago","2025",92.922
"Tunisia","2025",100.469
"Turkey","2025",100.035
"Turkmenistan","2025",96.363
"Uganda","2025",100.614
"Ukraine","2025",85.94
"United Arab Emirates","2025",194.821
"United Kingdom","2025",97.805
"Tanzania","2025",100.502
"United States","2025",98.976
"Virgin Islands (U.S.)","2025",88.298
"Uruguay","2025",94.286
"Uzbekistan","2025",98.439
"Vanuatu","2025",103.28
"Venezuela","2025",99.767
"Vietnam","2025",98.909
"Western Africa","2025",100.941
"Western Asia","2025",105.104
"Western Europe","2025",96.382
"Western Sahara","2025",108.899
"WORLD","2025",101.54
"Yemen, Rep.","2025",101.731
"Zambia","2025",100.589
"Zimbabwe","2025",98.4
"Afghanistan","2030",107.216
"AFRICA","2030",99.997
"Albania","2030",95.698
"Algeria","2030",101.579
"Angola","2030",97.155
"Argentina","2030",96.161
"Armenia","2030",88.729
"Aruba","2030",91.496
"ASIA","2030",103.916
"Australia","2030",98.947
"Australia/New Zealand","2030",98.879
"Austria","2030",96.881
"Azerbaijan","2030",97.273
"Bahamas","2030",93.39
"Bahrain","2030",127.515
"Bangladesh","2030",101.38
"Barbados","2030",95.487
"Belarus","2030",86.037
"Belgium","2030",95.946
"Belize","2030",101.035
"Benin","2030",102.488
"Bhutan","2030",107.7
"Bolivia","2030",99.819
"Bosnia and Herzegovina","2030",92.697
"Botswana","2030",104.211
"Brazil","2030",95.458
"Brunei","2030",102.334
"Bulgaria","2030",92.586
"Burkina Faso","2030",100.738
"Burundi","2030",97.098
"Cambodia","2030",98.719
"Cameroon","2030",100.554
"Canada","2030",100.994
"Cape Verde","2030",93.719
"Caribbean","2030",97.418
"Central African Rep.","2030",97.738
"Central America","2030",96.285
"Chad","2030",99.568
"Channel Islands","2030",94.996
"Chile","2030",96.952
"China","2030",107.283
"Hong Kong, China","2030",87.321
"Macao, China","2030",88.045
"Colombia","2030",96.093
"Comoros","2030",100.426
"Congo, Rep.","2030",100.139
"Costa Rica","2030",101.866
"Cote d'Ivoire","2030",101.169
"Croatia","2030",94.009
"Cuba","2030",99.429
"Cyprus","2030",96.013
"Czech Rep.","2030",97.288
"Korea, Dem. Rep.","2030",98.193
"Congo, Dem. Rep.","2030",98.462
"Denmark","2030",98.712
"Djibouti","2030",100.317
"Dominican Rep.","2030",99.292
"Eastern Africa","2030",99.722
"Eastern Asia","2030",105.623
"Eastern Europe","2030",87.769
"Ecuador","2030",99.084
"Egypt","2030",99.757
"El Salvador","2030",87.359
"Equatorial Guinea","2030",99.001
"Eritrea","2030",98.619
"Estonia","2030",88.188
"Ethiopia","2030",99.369
"EUROPE","2030",93.489
"Fiji","2030",102.849
"Finland","2030",96.381
"France","2030",95.853
"French Guiana","2030",98.659
"French Polynesia","2030",101.868
"Gabon","2030",101.393
"Gambia","2030",98.419
"Georgia","2030",89.262
"Germany","2030",96.6
"Ghana","2030",102.792
"Greece","2030",98.917
"Grenada","2030",102.393
"Guadeloupe","2030",88.986
"Guam","2030",101.751
"Guatemala","2030",95.582
"Guinea","2030",102.268
"Guinea-Bissau","2030",98.549
"Guyana","2030",102.48
"Haiti","2030",97.954
"Honduras","2030",100.406
"Hungary","2030",91.327
"Iceland","2030",108.711
"India","2030",105.134
"Indonesia","2030",98.994
"Iran","2030",101.529
"Iraq","2030",102.881
"Ireland","2030",100.447
"Israel","2030",100.27
"Italy","2030",95.897
"Jamaica","2030",95.345
"Japan","2030",93.118
"Jordan","2030",103.578
"Kazakhstan","2030",90.047
"Kenya","2030",100.599
"Kuwait","2030",135.516
"Kyrgyzstan","2030",97.303
"Laos","2030",100.636
"LATIN AMERICA AND THE CARIBBEAN","2030",96.623
"Latvia","2030",88.438
"Least developed countries","2030",99.931
"Lebanon","2030",95.773
"Lesotho","2030",94.472
"Less developed regions","2030",102.505
"Less developed regions, excluding China","2030",101.309
"Less developed regions, excluding least developed countries","2030",103.083
"Liberia","2030",99.687
"Libya","2030",103.685
"Lithuania","2030",89.572
"Luxembourg","2030",100.042
"Madagascar","2030",99.062
"Malawi","2030",100.941
"Malaysia","2030",101.698
"Maldives","2030",100.445
"Mali","2030",98.701
"Malta","2030",100.191
"Martinique","2030",89.258
"Mauritania","2030",102.573
"Mauritius","2030",95.576
"Mayotte","2030",98.368
"Melanesia","2030",103.1
"Mexico","2030",96.137
"Micronesia","2030",96.83
"Micronesia, Fed. Sts.","2030",105.681
"Middle Africa","2030",98.717
"Mongolia","2030",97.393
"Montenegro","2030",97.479
"More developed regions","2030",95.421
"Morocco","2030",95.36
"Mozambique","2030",99.199
"Myanmar","2030",94.923
"Namibia","2030",100.393
"Nepal","2030",97.343
"Netherlands","2030",98.758
"Netherlands Antilles","2030",85.787
"New Caledonia","2030",98.12
"New Zealand","2030",98.529
"Nicaragua","2030",97.137
"Niger","2030",101.2
"Nigeria","2030",101.383
"Northern Africa","2030",99.955
"NORTHERN AMERICA","2030",99.353
"Northern Europe","2030",97.749
"Norway","2030",99.548
"West Bank and Gaza","2030",103.725
"OCEANIA","2030",100.086
"Oman","2030",119.133
"Pakistan","2030",105.613
"Panama","2030",100.667
"Papua New Guinea","2030",102.981
"Paraguay","2030",100.349
"Peru","2030",99.782
"Philippines","2030",101.59
"Poland","2030",91.881
"Polynesia","2030",103.44
"Portugal","2030",94.096
"Puerto Rico","2030",91.799
"Qatar","2030",272.688
"Korea, Rep.","2030",96.957
"Moldova","2030",89.941
"Reunion","2030",93.854
"Romania","2030",93.789
"Russia","2030",84.87
"Rwanda","2030",95.253
"Saint Lucia","2030",95.152
"Saint Vincent and the Grenadines","2030",100.365
"Samoa","2030",109.54
"Sao Tome and Principe","2030",98.733
"Saudi Arabia","2030",112.665
"Senegal","2030",97.537
"Serbia","2030",98.463
"Sierra Leone","2030",96.964
"Singapore","2030",98.665
"Slovak Republic","2030",93.739
"Slovenia","2030",96.488
"Solomon Islands","2030",107.031
"Somalia","2030",98.979
"South Africa","2030",99.103
"South America","2030",96.676
"South-Central Asia","2030",104.159
"South-Eastern Asia","2030",98.911
"Southern Africa","2030",99.221
"Southern Europe","2030",97.334
"Spain","2030",99.86
"Sri Lanka","2030",93.929
"Sub- Saharan Africa","2030",100.076
"Sudan","2030",101.512
"Suriname","2030",99.114
"Swaziland","2030",100.955
"Sweden","2030",99.193
"Switzerland","2030",93.264
"Syria","2030",103.215
"Tajikistan","2030",97.021
"Macedonia, FYR","2030",99.465
"Thailand","2030",95.586
"Timor-Leste","2030",103.479
"Togo","2030",98.707
"Tonga","2030",102.516
"Trinidad and Tobago","2030",92.336
"Tunisia","2030",100.23
"Turkey","2030",99.668
"Turkmenistan","2030",96.042
"Uganda","2030",100.471
"Ukraine","2030",86.249
"United Arab Emirates","2030",192.981
"United Kingdom","2030",97.999
"Tanzania","2030",100.699
"United States","2030",99.177
"Virgin Islands (U.S.)","2030",87.899
"Uruguay","2030",94.573
"Uzbekistan","2030",98.207
"Vanuatu","2030",103.134
"Venezuela","2030",99.392
"Vietnam","2030",99.103
"Western Africa","2030",101.002
"Western Asia","2030",104.758
"Western Europe","2030",96.374
"Western Sahara","2030",107.431
"WORLD","2030",101.379
"Yemen, Rep.","2030",101.57
"Zambia","2030",100.913
"Zimbabwe","2030",99.293
"Afghanistan","2035",107.176
"AFRICA","2035",100.01
"Albania","2035",95.333
"Algeria","2035",101.279
"Angola","2035",97.119
"Argentina","2035",95.968
"Armenia","2035",89.051
